Titles,Reviews
"헤어짐으로, 부터 (15세 이용가)",표지 속 남주 마음에 들어서 봤는데스토리도 흥미진진하네요
"헤어짐으로, 부터 (15세 이용가)",문체도 좋고 주인공들의 관계가 흥미진진했어요
"헤어짐으로, 부터 (15세 이용가)",캐릭터들이 입체적이고 일상적인 묘사가 생생해서 이야기에 깊이가 느껴져요
"헤어짐으로, 부터 (15세 이용가)",정말 재미있게 잘 읽었습니다
"헤어짐으로, 부터 (15세 이용가)",남주와 여주 사이 감정선과 분위기가 좋아요
"헤어짐으로, 부터 (15세 이용가)",앞으로 전개가 정말 기대됩니다
"헤어짐으로, 부터 (15세 이용가)",설정도 캐릭터도 맘에 들어서 다음화 빨리 보고 싶어요
"헤어짐으로, 부터 (15세 이용가)",준혁이 얼마나 후회할지 기대됩니다
"헤어짐으로, 부터 (15세 이용가)",전개 속도 적당하고 필력 좋으셔서 재밌게 봤습니다
"헤어짐으로, 부터 (15세 이용가)",흥미로운 소재와 스토리라 재밌어요
"헤어짐으로, 부터 (15세 이용가)",글이 정말 유려해요
"헤어짐으로, 부터 (15세 이용가)",전체적으로 취향에 맞아서 재밌게 읽고 있어요
"헤어짐으로, 부터 (15세 이용가)",클리셰인데 호로록 읽히네요
"헤어짐으로, 부터 (15세 이용가)",흥미진진하네요 연재 기대됩니다
"헤어짐으로, 부터 (15세 이용가)",캐릭터 좋아서 이야기 진행될수록 흥미로워요
"헤어짐으로, 부터 (15세 이용가)",계략남 좋아하는데 취향저격이에요
"헤어짐으로, 부터 (15세 이용가)",키워드 취향이라 넘 기대돼요
"헤어짐으로, 부터 (15세 이용가)",등장인물이 입체적이에요스토리도 좋고 잘 봤어요
"헤어짐으로, 부터 (15세 이용가)",사랑은 잊기 쉽지 않은 것을 다시금 알 수 있네요
"헤어짐으로, 부터 (15세 이용가)",서사도 흥미롭고 너무 재밌어요
"헤어짐으로, 부터 (15세 이용가)",캐디 관계성 맘에 들어서 재미있습니다
"헤어짐으로, 부터 (15세 이용가)",남주와 여주가 좋아하는 스타일이라 좋았어요
"헤어짐으로, 부터 (15세 이용가)",아는맛인데 후루룩 재미있게 읽었어요
"헤어짐으로, 부터 (15세 이용가)",남주여주 사이가 흥미로워서 몰입이 잘 됩니다
"헤어짐으로, 부터 (15세 이용가)",아닌것도 분위기 넘 좋아요 
메리 사이코 (15세 개정판),주동안의 시간이 순삭됐습니다 너무 재미있어요
메리 사이코 (15세 개정판),쫄깃쫄깃흥미진진 내용이 궁금해요
메리 사이코 (15세 개정판),답답하고 맘에안듦
메리 사이코 (15세 개정판),아니 나만 춘복씨 뒷얘기가 궁금한가
메리 사이코 (15세 개정판),서령과 우신의 어린시절이 너무 고단하고 힘겨웠는데서로를 애정하고 보듬고 의지하게 되어서 정말 다행입니다 외전에서는 아이도 보고싶었는데 우신과 서령의 일상도 역시 좋네요
메리 사이코 (15세 개정판),우신의소망대로 평범한신혼부부처럼 살면안될까요끝까지 작가님 우신맘불안하게행복달달하게
메리 사이코 (15세 개정판),와 웹소설읽으면서 숨죽이며 그 긴박감 쵝오
메리 사이코 (15세 개정판),이 소설 때문에 나의 년 연말이랑 년 새해가 다 날아가버렸네요 어쩌다 이 웹툰을  년 마지막날 알게 되어서  원래 잔잔한 로맨스 소설만 좋아하는 내 취향이 아닌데도 너무 재미있어서 포기도 못하고 눈을 부릅뜨고는 새해를 꼬박 눈뜨고 새었네요 내용도 탄탄하고 긴 소설인데도 지겹지 않고 읽으면 읽을수록 빠져듭니다
메리 사이코 (15세 개정판),월 일을 이 작품과 함께 보냈습니다 작가님과 앞으로 신작 연재도 달리고 싶어요 쇼비맙 감사합니다
메리 사이코 (15세 개정판),위험한작품입니다 앉은자리에서 다봄 할일 하나도 못햇어여
메리 사이코 (15세 개정판), 화가 이어지지않아요 중간에 내용이 빠진 것 같은데 확인해주세요
메리 사이코 (15세 개정판),에구초반 남편찾아다니는 부분에선 진짜 재밌었는데찾고나선 넘 산만하고 난해지면서 내용이 억지스럽네
메리 사이코 (15세 개정판),마지막 기차씬에서 태양의 후예  다시 너를을 들으면서 보니 몰입감 미쳤어요 인생작 이 글 읽은뒤로 군대물 파기 시작
메리 사이코 (15세 개정판),뭔 이런 글이 다 있을꼬 작가 천재 처음부터 끝까지 텐션 잃지 않고 재밌어요 얼른 내게 다른 글을 주시요
메리 사이코 (15세 개정판),글 뿐인데도 기억에 남는 건 영화같아요 세부적인 묘사가 끝내줘서 흐름이 굉장히 매끄러워요 소재도 흔하지않고 인물 성격이 독특해서 재밌게 읽었습니다 이제 다른 작품으로는 만족이 안돼요
메리 사이코 (15세 개정판),외전  그럼 외전 는 언제 나오나요  외전 기다리겠습니다
메리 사이코 (15세 개정판),외전까지 나오다니 살면서 이렇게 기운이 쪽쪽 빨리면서 읽은책은 처음입니다 스토리도 재미있지만 그안에 기싸움과 분위기가 미치게 좋음 꼭보세요 열번 보세요
메리 사이코 (15세 개정판),외전이렇게 빨리주실줄 몰랐습니다너무좋아요
메리 사이코 (15세 개정판),키야가 너무 불쌍해요 
메리 사이코 (15세 개정판), 화 같은화 중복이고 이전에도 중복된 횢차가 있는데 수정하거나 환불해주셔야하는거 아닌가요
메리 사이코 (15세 개정판),화 화 중복입니다
메리 사이코 (15세 개정판),화 같은 내용입니다환불처리 부탁드립니다
메리 사이코 (15세 개정판),화와 화가 똑같은 거 아닌가요
메리 사이코 (15세 개정판),갱장한 작품임 매우 독특하고 재밌고 말도 찰지고서령아 너 혼자 갔어야지
메리 사이코 (15세 개정판),또 잃어버렸어아무 데도 없어가슴이 텅 빈거 같네요처음으로 완결되기전에 두번 읽어본 작품이네요 정말 재밌어요
메리 사이코 (15세 개정판),너무 재밌어요
메리 사이코 (15세 개정판),주인공이 너무 독특하고 세계관 설정도 너무 재미써요계속 달리겠습니다
메리 사이코 (15세 개정판),와씨 이간장감어쩔 올만에 로맨스없는데 계속보고싶은거 뭐임 와아 감탄만 나온다
메리 사이코 (15세 개정판),작가님 센스쟁이 억 소재도 슬쩍 다루시고 
메리 사이코 (15세 개정판),일 연속 연참이라니복 받으소서 건어물녀님
메리 사이코 (15세 개정판),화와 화가 같아요
메리 사이코 (15세 개정판),이작품 끝나면 낙이없는데 스토리가 넘재미있어 다른거 시시한데
메리 사이코 (15세 개정판),진짜 도른책 넘 재미있음 완결까지 목빠질듯
메리 사이코 (15세 개정판),나는그냥여주성격이  맘에 든다 
메리 사이코 (15세 개정판),스토리가 이젠 후반부로 접어든건가요 서령이 러시아에서의 기억이 돌아오면 마무리인가요 작가님
메리 사이코 (15세 개정판),소재도 독특하고 여주 성격이 한따까리해서 보는 맛이 있었어요
메리 사이코 (15세 개정판),걍 미쳤네요 사랑합니다 작가님
메리 사이코 (15세 개정판),이우신 진짜 이 이름부터 홍채까지 맛도리인 인간
메리 사이코 (15세 개정판),미친거같에 너무 재밋어 돌아버리게어
메리 사이코 (15세 개정판),기다리기힘들어요빨리보고싶어요
메리 사이코 (15세 개정판),하오늘도  맛있다이걸로 월요병 고칩니다
메리 사이코 (15세 개정판),여주 딱 내 스타일색다른 소재에새벽시까지 정주행했네요원래 리뷰 안 쓰는데 오늘부터 작가님 팬할래요앞으로 좋은 작품 마니마니 기대할께요
메리 사이코 (15세 개정판),시작해서 바로 다 왔는데 그 다음이 없네요하루에 화화씩 올려주시면안될까요
메리 사이코 (15세 개정판),작가님 잘보고 있습니다 
메리 사이코 (15세 개정판),드뎌 잡았다 이우신 아니 김현
불량한 나의 구원자,재밌게 잘 읽었어요
불량한 나의 구원자,드라마 한편 본듯한 기분이예요 보는내내 감동과설레임 또 긴장강과 심쿵 정말 좋았어요
불량한 나의 구원자,잔잔합니다 국수가 땡기는글
불량한 나의 구원자,작가님표 잔잔한 힐링물이 제 취향인가봐요 심리묘사를 너무 잘 쓰시구 남주들 쿨내나는게 좋아여 
불량한 나의 구원자,왜 후기를안쓴걸까
불량한 나의 구원자,무난하게 읽을만 해요
불량한 나의 구원자,영화 시나리오같아요우연히 보게됐다가 계속 다음편을 클릭하게 되네요
불량한 나의 구원자,재미있게 잘 봤어요
불량한 나의 구원자,정말 재밌게 읽었네요외전은 좀 환타지하게 행복한결말이지만그래도 나름좋았어요
불량한 나의 구원자,긴장감 넘치고 스토리도 재밌는데 여주랑 남주 캐릭터도 완전 맘에 들어요  아쉬운게 있다면 세가 아니라는 것 텐션 넘치는데 왜죠  두 사람 각자의 서사도 맘에 드는데 서로를 만나 쌍방구원까지 그저 갓벽
불량한 나의 구원자,정말재미있네요 피를나눈형제자매도 인연끊고사는사람이많은데둘의형제애에다시한번 가슴이따뜻해집니다작가님정말아름다운글잘읽었습니다
불량한 나의 구원자,이런소설이 많이 나와야한다읽는 내내 적당히 긴강감있게 지루하지도 않았고 달달했고 기분좋게 단편읽었어요 인물들도 개성있고 매력있네요
불량한 나의 구원자,재밌어요 작가님 사랑합니다
불량한 나의 구원자,재미있어요 남주 과묵하니 멋있어요 여주는 당차네요
불량한 나의 구원자,작가님 특유의 잔잔물
불량한 나의 구원자,초반부터 여러 사건이 터지면서 벼랑끝에 내몰린 여주와 껄렁한 남주가 만나는데 설정이 신박하고 긴장감 있어 몰입해서 읽었습니다 다만 꾸금이었으면 더 좋았을텐데 약간 아쉽네요
불량한 나의 구원자,자까님의 글은 끝까지 힘이 있네요 잘봤습니다
불량한 나의 구원자,여주성격이 취향이에요  보통 로맨스는 남주성향으로 흐르는데 이 소설은 여주 주도적인 것 같아서 신선했어요
불량한 나의 구원자,꺄진짜 외전까지 행복 뿜뿜 입니당
불량한 나의 구원자,외전까지행복한 결말이네요
불량한 나의 구원자,작가님건 처음 읽게되었는데 매력있네요
불량한 나의 구원자,재밌게 잘 읽었어요외전 기다릴께요
불량한 나의 구원자,잘 읽었습니다 외전 꼭 주세오
불량한 나의 구원자,마지막까지 잔잔하니 좋았다
불량한 나의 구원자,기승전결 깔끔하게 떨어지는 좋은 글이네요 길지도 않아서 지루한 구간없이 한번에 달렸어요 남주랑 여주랑 직업배경이 바뀐듯한 설정 아주 칭찬해요
불량한 나의 구원자,조민혜 작가님 좋아하는데역시 잔잔하니 재미잇어요
불량한 나의 구원자,잔잔한 이야기에 절로 미소가등장인물들이 소소한 일상에서 감사와 행복을 느껴서 더욱 감동적인 것 같아요가슴 따뜻한 이야기 추천하고 싶습니다
불량한 나의 구원자,오랜만에 재밌게 읽고 있네요 섬 배경도 좋고 남주가 아닌 여주가 조폭과 관계된것도 흥미롭고요
불량한 나의 구원자,금인게 그저 아쉬울뿐입니다 
불량한 나의 구원자,사람은 옆에 어떤 사람을 두느냐에 따라 자신의 능력을 제대로 발휘할 수도 그렇지 못할 수도 있다는 생각이 드는 작품이었습니다 말투는 살갑지 못해도 진실한 조언과 마음을 준 남주 덕분에 여주도 제대로 잘 어려움을 해쳐나갈 수 있었네요 재밌게 잘 봤습니다
불량한 나의 구원자,고구마 캐릭터가 없어서 좋은데요 조민혜 작가님 잘 봤어요
불량한 나의 구원자,한번에 쉼없이 읽어내렸네요
불량한 나의 구원자,후루룩 읽을 수 있어서 좋았어요
불량한 나의 구원자,재미있는데 너무 길게 질질 끌지않아서 쭉 달릴수있어요
불량한 나의 구원자,해피엔딩이라 좋아요
불량한 나의 구원자,넘넘 재밌어서 달리고 있어요일러부터 스토리까지 제 취향이어서 시작했는데꿀잼이고 긴장감도 있고 아주 띵작이에요작가님 필력 정말 최고십니당
불량한 나의 구원자,무겁지 않게 재미있게 읽을 수 있었어요
불량한 나의 구원자,조금 무거운거같으면서 재미있어요
불량한 나의 구원자,여주 남주 둘 다 성격이 너무 매력있어요
불량한 나의 구원자,조폭물 좋아하는데 좀새로운 스토리라 더흥미집니다두주인공 모두 좋구요어떻게 해피해질지 기대하며봅니다
불량한 나의 구원자,주인공들이 다 시원시원해서 좋네요
불량한 나의 구원자,재밌게 잘 봤습니다
불량한 나의 구원자,여주가 답답하지 않아 좋아요
불량한 나의 구원자,시원시원한 주인공들 재밌게 잘 읽었습니다
불량한 나의 구원자,글을 읽으면서 왠지 영화보듯 잘 읽히네요스토리 탄탄하고 재밌어요
불량한 나의 구원자,하루만에 다 읽었네요 재밌게 잘 읽었어요
불량한 나의 구원자,여름 태풍오고 비오는 날 같은 소설이에요 짧아서 아쉬울뿐 주변인물 서사도 너무 좋았습니다
불량한 나의 구원자,세상에 없을 남주라서 더 멋있고 설레여요 남주도 여주도 완벽해요
불량한 나의 구원자,주인공들이 매력적이에요 재밌게 보는 중입니다
악의 적 (15세 개정판),와 흥미로워요 재밌게 봤어요
악의 적 (15세 개정판),전체적으로 흥미로워서 다음화 빨리 보고 싶어요
악의 적 (15세 개정판),와 끌려가던 어린 여주를 구한게 남주였다니 읽으면서 소름이 돋았어요 자신이 구하지 않았더라면 죽었을 그 어린 여자아이가 여주였단걸 남주가 먼저 알았는데 국대를 잃고도 원망없이 여주 사건을 위해 형사가 된 거라니 남주의 강한 멘탈이 부럽네요 언니 대신 비겁하게 살아남았다는 죄책감을 가진 여주가 자신을 구해준 게 남주였단걸 알면 어떻게 될지 읽을수록 흥미진진해져서 연재 따라가요
악의 적 (15세 개정판),둘다 능력있어서 매력있어요
악의 적 (15세 개정판),시언과 수영의 케미가 정말 좋네요
악의 적 (15세 개정판),진행되는 이야기가 너무 흥미롭고 궁금증을 자아내요
악의 적 (15세 개정판),남주도 너무 매력적이고 수사사이비 소재가 재밌어요
악의 적 (15세 개정판),독특한 소재와 전개라서 흥미롭고 재미있어요
악의 적 (15세 개정판),글이쫄깃해요 수사물이라 두근두근하고 재밌네요
악의 적 (15세 개정판),사건물 좋아하는데 넘 재밌어요 
악의 적 (15세 개정판),형사나오는거 좋아하는데 완잔 흥미진진해요 
악의 적 (15세 개정판),재밌게 보고 있어요 수사물 좋아해요
악의 적 (15세 개정판),남여주 조합이 좋고 재밌습니다
악의 적 (15세 개정판),설정이 독특하고 추리물 좋아해서 너무 기대되요
악의 적 (15세 개정판),설정과 캐릭터가 취향에 맞아서 재밌게 읽고 있어요
악의 적 (15세 개정판),키워드가 취향이라 재밌게 읽었어요
악의 적 (15세 개정판),남주여주 관계 흥미롭고 수사물로써도 재밌어요
악의 적 (15세 개정판),서우진 작가님 좋아하는데 완전 재미있어요
악의 적 (15세 개정판),설정이 흥미롭고 글분위기도 매력있어요
악의 적 (15세 개정판),키워드부터 취향저격이고 재밌어요
악의 적 (15세 개정판),캐릭터 설정이 취향이라 넘 기대돼요
악의 적 (15세 개정판),사이비종교를 파헤치는 수사로맨스 너무 기대되네요
악의 적 (15세 개정판),주인공들의 케미가 좋고 재밌어요
악의 적 (15세 개정판),등장인물이 개성 있고 술술템이에요
악의 적 (15세 개정판),여주 남주 캐릭터 마음에 드네요
악의 적 (15세 개정판),흥미진진하고 독특해서 재밌는 것 같아요
악의 적 (15세 개정판),키워드 신선해서 시작했는데 술술 보기 좋아요
악의 적 (15세 개정판),캐디 취향이고 재미있어요
악의 적 (15세 개정판),분위기와 캐릭터가 독특해서 잘 봤어요 
악의 적 (15세 개정판),전문직물 좋아해서 기대됩니다
악의 적 (15세 개정판),둘의 관계가 흥미롭고 재미있습니다
악의 적 (15세 개정판),긴장감 있는 전개 마음에 들어요 
악의 적 (15세 개정판),좋아하는 작가님인데 등장인물이 입체적이네요
악의 적 (15세 개정판),설정이 독특해서 초반부터 재미있어요
악의 적 (15세 개정판),남주인공 매력 있고 문체도 좋아서 잘 읽고 있어요
악의 적 (15세 개정판),사건들도 흥미롭고 감정선도 좋다
악의 적 (15세 개정판),주인공들 관계성이 좋아요
악의 적 (15세 개정판),사건이 현실적이라서 몰입이 잘돼요
악의 적 (15세 개정판),사건도 로맨스도 흥미로운 스토리에요
악의 적 (15세 개정판),소재가 신선하고 남주도 여주도 매력 있어서 재미있어요
악의 적 (15세 개정판),설정도 스토리전개도 흥미롭다
악의 적 (15세 개정판),고통스러운데 재미는 있음
악의 적 (15세 개정판),사건 잘 해결 되면 좋겠네용둘의 사랑도자알 
악의 적 (15세 개정판),역시 사이비 교주는 안 되네요
악의 적 (15세 개정판),가볍진 않지만 피폐물은 아니라 좋아요
악의 적 (15세 개정판),작가님이 설정을 디테일하게 하셔서 현실감 있고 재밌네요
악의 적 (15세 개정판),사이비 종교 묘사가 실감나서 더 환멸나요 
악의 적 (15세 개정판),아우 저 싸이비교주놈 빡쳐
몰락 가문의 아씨를 원하면,아처음부터 끝까지 지루할 틈 없이 너무 재밌게 잘 봤어요 흥미롭고 짠한 느낌이외전까지 너무 잘 봤습니다
몰락 가문의 아씨를 원하면,분위기가 신비롭고 저는 느리게 전개된다는 것도 알고봐서 그런지 점차 가까워지는 과정이 감질맛 나고 좋았어요 무영과 동백나무의 서사는 장면이 그려져서 아름다우면서도 너무 마음 아프고 애절해요
몰락 가문의 아씨를 원하면,집중하지 않음 바뀌는 흐름을 이해할 수 없으니 꼭 집중해서 읽으셔야해용
몰락 가문의 아씨를 원하면,재미있게 읽고 있어요 
몰락 가문의 아씨를 원하면,좀 지루한데 동양풍 로판 조아요
몰락 가문의 아씨를 원하면,재미있어요
몰락 가문의 아씨를 원하면,표지 너무 아름답고 무영이라는 캐릭터가 너무 잘 만들어져있어서 재미있어요
몰락 가문의 아씨를 원하면,표지가 좋아서 소설 시작하게 되었는데 스토리가 탄탄한 동양물이에요 남주 여주 캐릭터도 매력적이고 재미있게 읽을 수 있었어요
몰락 가문의 아씨를 원하면,캐릭터들이 입체적이라서 좋아요
몰락 가문의 아씨를 원하면,좀 더 봐야아류거 같아요
몰락 가문의 아씨를 원하면,제목 익숙해요 퀸 너무 잘봐서 기대하고잇어요 좋아하는 소재예요
