Titles,Reviews
이윽고 낙원에 이르러,글 잘 쓰시는 작가님인 건 진작 알고 있었는데 첫화에 주문 외는 게 약간 장벽이라 망설이다가 시작했어요 왜 망설였나 싶을 정도로 재밌네요 작가님 특유의 개그 코드가 물씬 묻어납니다 여주 너무 귀여워요
이윽고 낙원에 이르러,어흑 진짜 넘 재밌어요진지할땐 진지하다가도 웃길땐 진짜 넘웃김 큐여주가 속절없이 이리저리 끌려다니는듯 하다가도 마지막엔 결국 여주가 다 해결하는 작가님 진짜 숨만쉬고 집필해주세요 외전도 주시고
이윽고 낙원에 이르러,재미있어요  순식간에 다 봤어요
이윽고 낙원에 이르러,진정한 글쓰는 재능을 가진 작가님이구나라는 생각을 하며 봤어요 글이 너무 아름답습니다
이윽고 낙원에 이르러,전작도 그러했지만 이것이 진정한 로맨스판타지다
이윽고 낙원에 이르러,전 작품에서도 그렇고 이 작가님은 몇번이나 헉하면서 입을 막게 만들어나 미쳐버령 증말마리악스랑 로젤린 이 멋있는 여자들후오랜만에 로젤린도 보러가야겠다
이윽고 낙원에 이르러,너무너무 재밌게 읽었어요 매력있는 소설이네요 결말이 좀 아쉬웠어요
이윽고 낙원에 이르러,꽁꽁 얼어붙은 헤임드릭스 위로 마리악스가 걸어갑니다
이윽고 낙원에 이르러,작가님 특유의 개그 스타일 맹한 여주 좋아해서 이번 작도 재밌었지만 방대한 세계관을 풀어나가는 힘이 부족했어요 개연성이 부족하고 다소 작위적인 부분들이 눈에 두드러졌고 남주가 살아돌아온 부분 아예 생락하신 점이 아쉽습니다 그래도 필력은 여전하세요표지랑 소설속 여주 남주 설정이랑 아예 다름
이윽고 낙원에 이르러,인물간 케미 좋습니다
이윽고 낙원에 이르러,어 어쩌지 재미있네 
이윽고 낙원에 이르러,세계관 스케일이 
이윽고 낙원에 이르러,그없밤 같은 작품을 바랬는데 그없밤 여주가 아이 같은 순수함을 가졌다면 이 작품 여주는 맹한 호구에요 중반까지 보고 하차합니다
이윽고 낙원에 이르러,완결만 기다렸어요 역시 무료 완독하고 바로 유료 구매 갑니다
이윽고 낙원에 이르러,좀잼인데 완결 넘넘 기다렷어용글도 깔끔해서 아름다운 문학소설 보는 느낌인데다 설래게하는 작품이에요 강추합니다
이윽고 낙원에 이르러,어째 천자가 순간에 쓱읽히고 없어질까요 넘 재밌게 읽고 있어요
이윽고 낙원에 이르러,재밌게 잘 읽었어요
이윽고 낙원에 이르러,재밌게 잘 읽었습니다 작가님 다음작품에서 만나용
이윽고 낙원에 이르러,현재 화 안열려요 다음꺼 다운로드도 안됨 
이윽고 낙원에 이르러,재미있게 읽었습니
이윽고 낙원에 이르러,재미있게 보고 있어요
이윽고 낙원에 이르러,전작 정말 재미있게 봐서 고민없이 정주행합니다
이윽고 낙원에 이르러,이렇게 멍충미와 하찮음이 어울리는 여신은 처음이네요귀엽고 하찮고 맑아요 나쁜남주는 여주를 하찮아 하면서 말도 막하지만 서서히 감기는게 보입니다세계관과 인물의 캐미가 대박임니다
이윽고 낙원에 이르러,재미있게 잘 봤어요
이윽고 낙원에 이르러,전작도 재밌게 보고 이번 작품도 재밌게 보고 있어요
이윽고 낙원에 이르러,여주가 무해하고 귀여워서 궁금해서 보고 있어요 남주의 포악한 츤데레 매력과 대비되서 좋아요
이윽고 낙원에 이르러,그없밤 최애작이라 이벤트때 달려봅니다
이윽고 낙원에 이르러,여주남주뿐만 아니라 조연들까지 모두 개성있고 그 케미가 조화롭습니다 신과 인간들이 함께 어우러져 살아가는 매력적인 세계관과 그 안에 녹인 작가님만의 개그 포인트에 완결까지 정말 즐겁게 달렸습니다
이윽고 낙원에 이르러,작가님의 전작을 재미있게 읽고 찾아왔는데 역시나 판타지스러운 배경에 독특한 주인공들이 재미있네요로젤린처럼 마리악스도 귀엽고 사랑스러워요
이윽고 낙원에 이르러,캐릭터가 살아있고 이야기도 재밌네요
이윽고 낙원에 이르러,하찮은 여주와 개차반 남주라니 설정이 너무 매력적이에요 열심히 달려볼게요 완결 축하드립니다 작가님 
상류 사회,그냥 봐 그냥 즐겨 이걸 뭐 고전이 어쩌니 뭐니맞고 안맞고 난리난리 그렇게 지적으로 풍부하고 고상하신 양반이 뭣하러 로판을 읽고 그러시나 문학전집이나 읽고계실것이지
상류 사회,외전보러 왔습니다정말 재밌게 봤어요취향과 상관없이 즐겨요
상류 사회,와 라는 감탄사가 나올만큼 너무 재밌게 읽고 있어요 웹툰읽다가 소설로 건너와서 보게 된 작품인데 간만에 제 새벽잠 설쳤어요 왜 상위 추천 목록에 없는건지 이해가 완 될 정도로 잘 쓴 소설이라고 생각합니다 과격한 성적 표현없이 긴장감을 잘 이끌어가는 게 너무 매력이 있어요예전 블랙라벨 소설을 읽는 것 같아 너무 설렜고 남은 부분이 적어질수록 너무 아쉬워서 아껴서 읽으려구요 간만에 너무 행복하네요
상류 사회,웹소설 중 완성도 넘칩니다
상류 사회,좋아  귀엽다
상류 사회,    
상류 사회,남주가 현실적이지 않아서 좋아요 로판속 오만남주 사랑함체사레가 너무 매력적이면서 사랑스러움저는 결핍있는 걸레남 극호라 포식했어요
상류 사회,재밌음 그래도 책장정리차 삭제추천합니다
상류 사회,진짜 이 소설 읽고 눈물 흘렸음 너무 기뻐서한번씩 이런 소설을 만나면 참 좋다 작가님 글 많이 많이 써주세요너무 재밌게 읽었어요
상류 사회,저는 두 캐릭터를 정말 좋아해요 사서 읽을게요
상류 사회,외전 기다렸어요 작품 초반을 생각하면 분위기가 넘다르지만 이대로 좋네요
상류 사회,재밌는데저는 재밌었어요
상류 사회,재밌어요 이제야 올라오다니 
상류 사회,외전이 너무 마음에 들어요
상류 사회,기다리던 외전마저 사랑스러움
상류 사회,와 외전미쳤다요
상류 사회,  묶음은 왜 같이 안나왔나요그래도 외전 넘 감사해요 
상류 사회,넘 잘 봣습니다 재밋어여
상류 사회,미쳤다 외전이라니진짜 내 최애 체사레
상류 사회,오 기대 접고 있었는데 외전이라니 선물 받은 기분 베댓들 리뷰가 너무 안 좋아서 안 보고 있었는데늦게 본 게 화가 날 정도로 재밌었음
상류 사회,남주가 사실 다른 작품이었으면 복수대상 될 정도로 여주한테 잘못을 많이 했는데 결말로 갈수록 속죄는 커녕 남주 띄워주려고 멀쩡하던 다른 캐릭터를 다 으로 만드는게 너무 황당해요 작가님이 남주 진짜 진짜 사랑하고 내새끼로 여기는 느낌
상류 사회,편넘게보고있는데 개취인의취향이다르겠지만 저는재밌어요 남주여주가행복한모습을기다리고있어요
상류 사회,초중반까진 흥미진진하다가 여주 눈치도 없고 고구마 전개
상류 사회,떡밥회수 다하시고 너무 재밌기 봤는데 불호평들 왜 이렇게 많은지 모르겠네요 한번에 몰아서 봤는데 늘어짐 전혀 안느껴지고 애틋하고 아련한 느낌 좋았습니다 여주 굶고 못먹었지만 왜 아름답고 풍만하냐고 설정과다냐는 소리도 결국 마지막화까지 다 보면 납득되는 수준이었습니다 다른 사람 의견 먼저 읽고 안봤으면 후회할 소설입니다
상류 사회,환장하겠네
상류 사회,완결작으로 순식간에 읽었어요 중간중간 복선이 끝까지 잘 풀어지네요 귀찮아서 리뷰 작성안하는데 처음으로 작성하는 리뷰가 되겠네요
상류 사회,전 그냥 에기르랑 잘됐으면 좋겠 체사레 너무 싸가지
상류 사회,너무재밌어요 랜만에 현망징창 역시 매력이 중요해
상류 사회,미친 죵나 재밌다 공감순 베댓 쭉 읽고도 거침없이 결제 눌러서 날 새가면서 봤읍니다 저처럼 문학적 소양이 없는 분들은 거슬림 도 없이 잼나게 볼 수 있다에 제 오장육부 걸겠읍니다본인은 원래 흐린눈 잘함뭔내용인지 모르나 군주론 제목의 책이 있다 정도만 인지어릴적 초등 필수도서 정도로만 문학 접함급식이 시절 귀여니소설 섭렵 아무튼 존잼이니 많은 분들이 보셨으면 좋겠읍니다 개그 코드도 내수탈
상류 사회,추가외전 존버 정권지르기 일차
상류 사회,웹툰보다 너무 재밌어서 이틀동안 소설까지 완주했어요
상류 사회,웹툰 나왔는데 웹툰은 제발 잘 각색되면 좋겠다
상류 사회,지지가 제일 애정가는 캐릭터임몹시독특학 주인공설정이 이해어려운 할미지만재밌게 읽고 있습니다
상류 사회,오랜만에 정말 재밌게 봤어요 연재 보다가 바로 이북결제
상류 사회,루크레치아도 보면 대단한 지략가도 아닌데 그걸 매번 속아 넘어가는 사람들이 더 바보같아 보임
상류 사회,재미있게 잘 읽었어요마지막보니깐 외전이 무척 기다려지네요
상류 사회,걍  재밌음 번 정주행함
상류 사회,웹툰보다가 다음이야기 궁굼해서 웹소설 다 읽었네요 남주 넘 멋있네요 세 이야기 없나요 새로운 대륙에 관한 이야기도  추가 외전 더 보고싶어요
상류 사회,기다무보다가 결국 결제너무 재밌게 봤는데 안돼 외전 주세요 외전체사레가 아델의 발닦개 사랑도 더더더 필요해요
상류 사회,리디 열손가락 안에 드는 순위예요
품격을 배반한다,작위적인 설정이 너무 많아서 후반으로 갈수록 흥미가 떨어져요
품격을 배반한다,아니 그레이 숙소에는 왜 가고거기서 깜빡 잠이 들었으면그레이가 보냈어야지
품격을 배반한다,화까지 참고 읽어봤는데요 이건 마치 진상  남주와 서비스직 여주의 느낌이라 못참겠음 이건 로맨스가 아니라 걍 갑질과 괴롭힘의 연속이잖아요 나중에 남주가 여주만 보고 구른다 해도 초반이 너무 빡쳐서 하차해요
품격을 배반한다,작가님 필력 너무 좋으셔서 오만남 좋아하는 저에게 찰떡같은 글이었어요 군더더기 없는 담백한 서술과 속도감 있는 전개가 매우 굿굿이었습니다 비록 남주가 구르는 정도가 짧게 느껴질정도로 휙 지나가다보니 좀 얄밉긴 하지만 그래도 넘 재밌게 잘봤어요
품격을 배반한다,막판 그레이 너무 절절하네요  먹먹함 
품격을 배반한다,웹툰 보다 왔는데 진짜 주말에 달렸네요 너무 재밌어요
품격을 배반한다,왜 이 작품은 완전판이 없는거죠 있음 재구매 의향있습니다
품격을 배반한다,품격을 배반한다 소설형태로도 감상가능
품격을 배반한다,보고 또 봐도 진짜 명작이네요너무너무 재미있네요
품격을 배반한다,와우 외전이 본편만큼 완벽한 작품심지어 성인물도 아님
품격을 배반한다,너무 재미있게 봤어요
품격을 배반한다,리뷰를 처음남겨봅니다 너무 재밌게 봐서
품격을 배반한다,동생 전쟁같은 사랑 맛도리
품격을 배반한다,외전은 안봤는데 오늘 다봤네요 스토리 탄탄하구 작품성도 좋구 작가님 서사시같은 필력 감동입니다 또 작품 기대할께요
품격을 배반한다,재밌네요  재밌어요
품격을 배반한다,스토리가 재미나네요 뻔한거죠악한 동생
품격을 배반한다,남주가 이긴한데 재밌어요
품격을 배반한다,작가님의 금도 애정하는 팬이지만 이작품은 금 없어서 더 좋았던거 같아요김빠님 작품은 다 읽었는데 그중에 최고의 작품인가 같아요 대사나 감정선이나 너무 좋았습니다조만간 또 로판으로 하나 더 써주시기를 간절히 바랍니다
품격을 배반한다,오히려 금이아니었기때문에 심리묘사에 더 집중할수 있었음 티키타카 너무 좋아요 작가님 똑똑하신분이군요 주고받는 대사가 주옥같아여 이런걸 작품성있다고 하는거에요 님들 두번보세요
품격을 배반한다,너무 좋음 그냥 너무 좋음
품격을 배반한다,너무 잘 읽었습니다
품격을 배반한다,너무 재밌어요 작가님 당신의 소설 정주행 가겠습니다 제 인생 웹소설이 될 것 같아요 미쳤어
품격을 배반한다,소설 다 읽고 김빠님께 감겼습니다데미안 불주뎅이 어록으로 만들어 한번씩 펼쳐보고싶네요
품격을 배반한다,친애하는 김빠님 이번작품 품격있게 쓰신거같은데 팬으로서 의견 한마디 드려도될까요  번 나오던데 외국시대물에서 한국현대욕이나와서 그 생각에 보던 스토리 흐름이깨질정도예요젠장 제길 이런 이건거 있잖아요 이 단어가 배반으로 느껴질정도예요젠장끼워서 다시 읽어보고 어디까지봤지하고 그랬네요
품격을 배반한다,마지막이 좋았어요 외전 굿
품격을 배반한다,사랑한다는 이유로 계략을 짜고 가스라이팅한 남자를 사랑하는게 가능할까 나는 솔직히 공감안되고 소설 읽는내내 역했음 개연성이 없으니 의문만 남는후회남주물 기대하신분들은 읽지 마시길후회남주가 아닌 끼리끼리 만난다로 끝나니까
품격을 배반한다,웹툰 화까지 읽었는데 소설론 몇화쯤일까용
품격을 배반한다,재미있어서 웹툰도 보러 가려구요 
품격을 배반한다,정주행하게 만든 작품이네요 계속 재탕하게 될 작품일것같아요
품격을 배반한다,좋네요잘읽었어요필력좋으시네요
품격을 배반한다,저는 이 책을 정말 좋아하고 제가 가장 좋아하는 책 중 하나입니다 데미안이 너무 미쳤으면서도 너무 사랑스러워서 웃고 울고 소름이 돋았어요 스토리가 정말 흥미진진하고 설정이 신선하며 데미안과 클로이는 정말 멋져요
품격을 배반한다,좋습니다
품격을 배반한다,재탕은 안할 것 같아요 여주를 차지하기 위한 남주의 계략이 넘나 허술하고 감정선이 이해가 안됐고요 그렇다고 여주가 성장하는것도 아니고 김빠님 현대물은 몇작품 재밌게봐서 이 작품도 소장했는데 몰입이 잘 안됐어요 전회차 소장중인데 외전화까지 읽다가 시간 아끼려고 멈췄어요 뻔한 전개를 그럴싸하게 녹여내는게 필력이라 생각하는데 이 작품은 뻔한걸로 끝납니다
품격을 배반한다,전개가 너무 빨라서 감정선이 이해가 잘 안 가요빙의물에 흔하게 나오는 원작 소설같음
품격을 배반한다,외전이 다 했네 이 소설은 외전을 봐야해요
품격을 배반한다,개연성 제로 억지 전개 이제 그만
품격을 배반한다,저새끼 구르기는 하나요
품격을 배반한다,구성이며 대사며 모두 재밌어요 남주 벌써 감긴줄 모르고 입을 놀려대니 나중에 얼마나 그를지 기대되네요 
품격을 배반한다,웹툰보고 왔는데최근에 읽은 로설중 제일 재밌어요남주 캐릭터가 너무 매력적이고 최고의 계략남이네요작가님 필력이 정말 대단하십니다근데 이거 완전판 안 나오나요완전판이 절실합니다
품격을 배반한다,진짜 개개개개개재밌음
계약 결혼일 뿐이었다,별점이 왜 높은 건지 도저히 이해가 안 가네
계약 결혼일 뿐이었다,이야기 구성이 너무 재밌었습니다 한번 보기 시작하면 며칠동안 계속 생각날 만큼 재미나네요
계약 결혼일 뿐이었다,저는 재미있게 잘 봤어요
계약 결혼일 뿐이었다,리뷰 읽고 반신반의 하고 읽는데 역시 개취전 좀 답답한 부분도 있지만 재미있게 읽었어요
계약 결혼일 뿐이었다,작가님 필력 대박 대박 대박다른 작품들도 봐야겠어요
계약 결혼일 뿐이었다,화까지가 딱인가봐여왜캐 별점이 높은지 이해가 안돼요더 읽어보려고 노력했는데 안되네여
계약 결혼일 뿐이었다,넘 재미있어요 계속해서 읽게 됩니다
계약 결혼일 뿐이었다,재탕할만큼 재밌었어요
계약 결혼일 뿐이었다,재밌게 읽었어요
계약 결혼일 뿐이었다,이번화 두 주인공 감정선 좋았어요 완전 몰입함
계약 결혼일 뿐이었다,재밌어요 중간에 좀 지루한 부분도 있는데 남주 존댓말 캐릭터 은근 섹시해요
계약 결혼일 뿐이었다,용의 신화를 중심으로 한 아름다운 사랑 이야기
계약 결혼일 뿐이었다,막힘없이 술술 읽히고 읽어야할 글이 줄어들고 있음이 슬픔일 따름인 이야기를 만난게 오랜만인거 같아요 너무 좋았습니다
계약 결혼일 뿐이었다,더 늦게 봤으면 나를 욕했을듯
계약 결혼일 뿐이었다,잼나유잼나리뷰에 다들 전개가 답답하다 하던데 떡밥들을 쌓아올리는중이유환장하겠네잼나서
계약 결혼일 뿐이었다,진짜 참다참다 남겨요 언제까지 질질 끌건지 겁나 지루해 죽겠음 별점높길래 재밌어지지않을까 버티고 버틴 내 시간 개아까움
계약 결혼일 뿐이었다,저는 진짜 너무 재밌게 봤습니다 몇 번째 정주행 했는지 몰라요
계약 결혼일 뿐이었다,읽을수록 뒷애기가 궁금하네요
계약 결혼일 뿐이었다,훈훈하네요 마음이기대이상 였어요
계약 결혼일 뿐이었다,시작해봅니다 기대가 커요
계약 결혼일 뿐이었다,초반부가 특히 재밌네요
계약 결혼일 뿐이었다,초반 보고있는데 이거 남주가 침략국의 동맹국가 선봉에있는사람이고 그에따라 나라망하면서 동생은 죽은걸로나오는데 이사람과 사랑에 빠지는게 몰입이 되나요 납득할수있는 개연성이 중반이나 뒤에 나오는지 궁금해요 계속 지를지 고민중입니다 그리고 여주가 계속 남주한테 반발감이 없나요 직접적인 침략국은 아니어도 가담했는데 왜 거짓말했다고 명예를 생각해주고 미안함을 느끼지
계약 결혼일 뿐이었다,스토리도 좋고 장편인데도 술술 잘 읽었네요재밋어요
계약 결혼일 뿐이었다,스토리도 탄탄하고 너무 재밌어요엘리제 연약미가 미쳐요각성안됐지만 마법내공 동생이 말한것처럼 미칠듯
계약 결혼일 뿐이었다,너무 참신하고 너무 재밌어요
계약 결혼일 뿐이었다,여주를 너무 자존감 낮게 설정해서 별로임역사적으로 드높은 제국의 무한한 사랑을 받는 공주라는 설정인데 남주에게 너무 꿀리는 듯 생각하고남주가 여주에게 마음이 있다는걸 스스로 알면서도 계약 기간 지나 죽던말던 자신과는 상과없다는 식으로 의뭉스럽게 구는게 매력도 없고 극혐웹툰 보고 들어와서 달렸는데 갈수록 실망해서 웹툰까지 안 보고 싶게 만드는 마법을 일으킴
계약 결혼일 뿐이었다,도망가도 남주 손아귀인걸 알지만둘이 삽질하고 안달내는게 좋은걸 어떡해
계약 결혼일 뿐이었다,광년이 언제 죽는 지 누가 스포 좀 해주세요 아예 건너 뛸래요 이 미친년 안뒤지면 진짜 속 뒤집어져서 내가 죽을 것 같음
계약 결혼일 뿐이었다,만 서술해도 될걸 씬을 질질 끌었다는 평가는 공통의견 중요 콘텐츠는 좋았지만 장황하고 불필요한 서술 때운에 좋은 내용도 희섞된 느낌
계약 결혼일 뿐이었다,잼나네요 쉬지않고 봤네요 
계약 결혼일 뿐이었다,불호인 장면도 많았는데호인 장면이 너무너무 많아서 재밌게 잘 읽었음
계약 결혼일 뿐이었다,나라 사랑하고 백성 아낀다더니 적국의 남자에게 마음을 주는 게 이해 안 되지만 글 자체는 재미있어서 계속 읽었는데 초반부터 비호감이던 남주가 후반에 갑자기 세계 차 전쟁이니 뭐니 하면서 다른 나라 식민지화 하라고 명령하고 학살약탈 묘사 나오면서 전쟁범죄자됨 와중에 그게 여주를 사랑해서라니 더 끔찍하고 짜증나서 바로 하차
계약 결혼일 뿐이었다,늘지는 구간 없이 처음부터 끝까지 다채로운 소재로 눈을 뗄 수 없어요진짜 오랜만에 재미있게 읽었어요 달슬님 다른 책도 기대하며 구매
계약 결혼일 뿐이었다,너무 재밌어요용인이라는 설정 용인을 품을수 있는 황녀해피엔딩 기대됩니다얼릉 잡으러가
계약 결혼일 뿐이었다,진짜 재밋게 보다가 화쯤부터 공녀 존재감으로  쎄하다가 질질끌길래 뭐지  싶어서 댓글 구경하다가  허무  밤새 본 시간이 너무 아까워여  웹툰으로 나온다면 꼭 줄이세용
계약 결혼일 뿐이었다,무난하게 술술 읽혀요
계약 결혼일 뿐이었다,아직 초반이지만 술술 넘어가는게 잼있어요
계약 결혼일 뿐이었다,초반에 너무 지루했습니다
계약 결혼일 뿐이었다,와 대화를 해야지 대화를아 조마조마하면서 계속 보더니 완결까지 봤네요잼있어요
계약 결혼일 뿐이었다,안볼란다 
계약 결혼일 뿐이었다,너무 재밌어요 제 인생작입니다
계약 결혼일 뿐이었다,소재도 신선하고 재미있어요
계약 결혼일 뿐이었다,화에서 하차 뒷 내용이 궁금하지 않음 
계약 결혼일 뿐이었다,이틀동안 읽으면서 즐거웠어요
계약 결혼일 뿐이었다,아쉽게도 초반에는 등장인물들의 행동을 이해할 수 없었고 너무 빨리 진행되는 것 같았습니다 하지만 점점 나아지고 마지막까지 흥미진진했습니다
발렌티나의 천국(Paradisus Valentinae),아짜릿해얼음공주님의 뒤통수 후려치기
발렌티나의 천국(Paradisus Valentinae),작가님 덕분에 긴 연휴 끝 출근인 내일이 두렵지 않아졌어요
발렌티나의 천국(Paradisus Valentinae),재밌어요 뒷내용이 궁금
발렌티나의 천국(Paradisus Valentinae),일단 재미는 있고 뒷내용이 어떻게 될지 궁금해서 별 다섯개 주는데 앞으로도 여주남주의 관계가 이런식으로 계속 이어진다면 더이상 환멸나서 못볼거같음
발렌티나의 천국(Paradisus Valentinae),남주 맛집 작가님 역시 최고
발렌티나의 천국(Paradisus Valentinae),첫화부터 화까지 읽음완결나면 마지막화만 읽어도 될듯 
발렌티나의 천국(Paradisus Valentinae),윤소리님의 작품은 늘 두세번씩 재탕해서 읽으며 감동을 음미했는데 이번 것은솔직히 같은 분이 쓰신건가 조금 의아합니다
발렌티나의 천국(Paradisus Valentinae),실버트리 작가님 맞나요 여주가 이리 길을 잃은 경우는 처음 봅니다 독자에게 설득이 안되는 신념을 작가님 혼자 밀고 있는 느낌입니다
발렌티나의 천국(Paradisus Valentinae),에구 이제 점점 지겨울지경이네요여주 매력은 모르겠구 둘관계가 발전이없고 제자리걸음만 하는것같은건 저만 그런건가요읽는게 재미가없어 그냥 휘휙 넘기는게 다반수네요쩝
발렌티나의 천국(Paradisus Valentinae),연재작이라는게 최대의 단점
발렌티나의 천국(Paradisus Valentinae),작가님 짧게 쓰실수 있다고 소개글에 쓰시지 않으셨습니까  편 넘었는데 언제 끝나나요작가님 글 사랑해서 완결하고 행복하게 보려고 기다리는데 완결 기다리다 눈 숨넘어가십니다
발렌티나의 천국(Paradisus Valentinae),흠 작가님의 작품 세계를 너무나 좋아하고 존경하나 이번 여주는 너무 셰익스피어 스타일이라 몰입이 안되네요 로판이 아니라 대하 드라마야 와  더 읽다가 왔는데 여주는 매력이 없는데 다른 사람들이 너무 매역적이라 작가님의 아이디어는 정말 어디에서 오는가 와
발렌티나의 천국(Paradisus Valentinae),똑띠 남주 계략남주가 여주에게만 쩔쩔매는 게 너무 재밌어요
발렌티나의 천국(Paradisus Valentinae),화수가 진행될수록 루즈하지 않고 여전히 재밌어요 이게 대단합니다 장편인데도 불구하고 지금도 재밌어요
발렌티나의 천국(Paradisus Valentinae),연한데 되게 매력있어요
발렌티나의 천국(Paradisus Valentinae),연하남 주제에 이렇게 완벽해도 되는 건가요 포백 화 구매
발렌티나의 천국(Paradisus Valentinae),윤소리 작가님의 소설이면 아묻따 구매 작가님의 설정부터 필력까지 다 최고
발렌티나의 천국(Paradisus Valentinae),소재도 좋고 전개도 흥미롭네요 등장인물들의 매력도 넘쳐요
발렌티나의 천국(Paradisus Valentinae),작가님 소선 설정이나 고증이 최고네요 엄청 조사열심히하신 느낌이나요
발렌티나의 천국(Paradisus Valentinae),남주 설정 너무 궁금하네요 약혼녀 찾아가서 딜하다니
발렌티나의 천국(Paradisus Valentinae),로판 좋아하시면 꼭 보시길
발렌티나의 천국(Paradisus Valentinae),믿고보는 윤소리님의 세계관 점점 더 기대됩니다
발렌티나의 천국(Paradisus Valentinae),남주 여주 캐릭터가 매력적이고 스토리도 재밌네요
발렌티나의 천국(Paradisus Valentinae),좋아요 기대됩니다
발렌티나의 천국(Paradisus Valentinae),황금숲 실버트리도 다 너무 재밌게봐서 이것도 열심히 모으고있어요 완결만 기다림
발렌티나의 천국(Paradisus Valentinae),아에델레드최애 남주애달픈 순정에 끼부리는 매력에 반했어요 연재라 모아서 보다가도 답답한 마음도 있지만 작가님의 필력도 너무 좋고 에델과 발렌티나의 서사를 집중해서 잘보고 있어요
발렌티나의 천국(Paradisus Valentinae),믿고보는 작가님이라 시작한건데 기대 그 이상아니 여기 남주 또 왤케 제 취향인가요둘이 서사도 넘 제 취향이고 재밌게 읽고있습니다 이래서 연재작 건드는거 아니랫는데
발렌티나의 천국(Paradisus Valentinae),믿고 보는 작가님입니다
발렌티나의 천국(Paradisus Valentinae),전에도 괜찮을 것 같아서 눈여겨 보다가 이제야 좀 보기 시작했는데 저번에도 키워드랑 줄거리 보고 잘 맞을 것 같다는 생각을 했던 것 같은데 읽어보니 그게 맞다는 것을 아주 잘 확인하고 있음
발렌티나의 천국(Paradisus Valentinae),피곤하고 스트레스 주는 글인데도 필력이 멱살잡고 끌어감
발렌티나의 천국(Paradisus Valentinae),작가님 소설은 각보고 뭐고 할것없이 필독이긴하지만 역시 재밌네요이야기가 완전 흥미진진하게 흘러갑니다물론 아직 완벽한 캐릭터들이 아니라서 주인공들의 경우 구멍도 보이고 하는데 그런 구멍들이 제대로 매워져나갈것을 생각하니 벌써 쫄깃합니다진행되는것을 보니 역시나 호흡이 긴 작품이 될것같은데 연재라서 그걸 어떻게 버텨가면서 따라가느냐 하는것이네요
발렌티나의 천국(Paradisus Valentinae),후회여주 좋아하는데 기대됩니다
발렌티나의 천국(Paradisus Valentinae),진짜 에델레드 내가 갖고 싶어요 스토리가 너무 탄탄하고 화 뒤로 가면서 권선징악 휘몰아 칩니다 역시 작가님 최고
발렌티나의 천국(Paradisus Valentinae),미쳤네 전연령이  나를 홀렸어 
발렌티나의 천국(Paradisus Valentinae),하 얘네 빨리 어떻게 좀 해주세요 미치겠어
발렌티나의 천국(Paradisus Valentinae),꾸금만 보는데 작가님 때문에 노꾸를 시작했어요 관계성 존맛탱 스토리 설계 대박이에요 느슨해진 로판판에 역클리를 가져오시다니 존잼탱 완결 보고 싶어요오오 매일 연참 어떻게 안될까요
발렌티나의 천국(Paradisus Valentinae),기대했던 작품이에요 캐릭터가 입체적이고 점점 더 흥미롭게 전개돼서 재밌게 읽고 있어요
발렌티나의 천국(Paradisus Valentinae),아 답답해요너무 여주는 어떤 능력이있을까요반복되는 답답함 진전없는 문제 반복에 하차해요화넘게본 시간과 돈이 아까워 왠만하면 결말은 보려고 했는데
